Instância;files/gr666.xml
Execução;1 / 2
Tamanho da Populaçap;200
Máximo de gerações;300
Mutação;0
Cruzamento;0
% Manpulação;30
% Mutação;1
Print Parcial;0
Ativa Recursivo;0
Percentual de Redução;75
Profundidade Máxima;5
Percentual de Eltismo;70
Seleção para Cruzamento;0
Forma de Seleção par Mutação;0

;Profundidade;0;Melhor;4155097.000000;Pior;5036057.000000;Media;4434433.395000;Tempo;0.000000
;Profundidade;0;Melhor;4117589.000000;Pior;4716973.000000;Media;4395002.730000;Tempo;0.000000
;Profundidade;0;Melhor;3989632.000000;Pior;5001450.000000;Media;4379927.460000;Tempo;0.000000
;Profundidade;0;Melhor;3989632.000000;Pior;5040946.000000;Media;4367743.060000;Tempo;0.000000
;Profundidade;0;Melhor;3989632.000000;Pior;4798003.000000;Media;4347767.785000;Tempo;1.000000
;Profundidade;0;Melhor;3989632.000000;Pior;4959984.000000;Media;4327945.125000;Tempo;1.000000
;Profundidade;0;Melhor;3989632.000000;Pior;5148986.000000;Media;4313096.760000;Tempo;1.000000
;Profundidade;0;Melhor;3989632.000000;Pior;4890805.000000;Media;4306692.080000;Tempo;1.000000
;Profundidade;0;Melhor;3989632.000000;Pior;4921682.000000;Media;4285361.945000;Tempo;1.000000
;Profundidade;0;Melhor;3989632.000000;Pior;4967033.000000;Media;4257489.365000;Tempo;1.000000
;Profundidade;0;Melhor;3989632.000000;Pior;4924601.000000;Media;4241661.100000;Tempo;1.000000
;Profundidade;0;Melhor;3901418.000000;Pior;4807781.000000;Media;4226915.650000;Tempo;1.000000
;Profundidade;0;Melhor;3901418.000000;Pior;4854155.000000;Media;4208103.685000;Tempo;1.000000
;Profundidade;0;Melhor;3901418.000000;Pior;4773575.000000;Media;4199751.265000;Tempo;1.000000
;Profundidade;0;Melhor;3901418.000000;Pior;4861700.000000;Media;4193665.810000;Tempo;2.000000
;Profundidade;0;Melhor;3901418.000000;Pior;4735907.000000;Media;4175593.975000;Tempo;2.000000
;Profundidade;0;Melhor;3891825.000000;Pior;4860352.000000;Media;4147528.960000;Tempo;2.000000
;Profundidade;0;Melhor;3891825.000000;Pior;4891662.000000;Media;4146032.570000;Tempo;2.000000
;Profundidade;0;Melhor;3843067.000000;Pior;4682259.000000;Media;4135271.860000;Tempo;2.000000
;Profundidade;0;Melhor;3749991.000000;Pior;4875884.000000;Media;4124337.070000;Tempo;2.000000
;Profundidade;0;Melhor;3749991.000000;Pior;4852595.000000;Media;4115865.555000;Tempo;2.000000
;Profundidade;0;Melhor;3749991.000000;Pior;4895113.000000;Media;4101619.205000;Tempo;2.000000
;Profundidade;0;Melhor;3749991.000000;Pior;4926442.000000;Media;4094440.045000;Tempo;2.000000
;Profundidade;0;Melhor;3749991.000000;Pior;4638552.000000;Media;4083065.050000;Tempo;2.000000
;Profundidade;0;Melhor;3749991.000000;Pior;4577506.000000;Media;4075453.740000;Tempo;2.000000
;Profundidade;0;Melhor;3749991.000000;Pior;4662585.000000;Media;4066346.430000;Tempo;2.000000
;Profundidade;0;Melhor;3749991.000000;Pior;4770816.000000;Media;4059872.885000;Tempo;3.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4917791.000000;Media;4052048.280000;Tempo;3.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4921791.000000;Media;4041048.800000;Tempo;3.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4756824.000000;Media;4029782.240000;Tempo;3.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4864675.000000;Media;4029427.755000;Tempo;3.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4847289.000000;Media;4023575.905000;Tempo;3.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4750127.000000;Media;4008642.055000;Tempo;3.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4591485.000000;Media;3991499.055000;Tempo;3.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4496878.000000;Media;3968616.965000;Tempo;3.000000
;Profundidade;0;Melhor;3640467.000000;Pior;5002344.000000;Media;3981615.265000;Tempo;4.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4688057.000000;Media;3970628.970000;Tempo;4.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4759552.000000;Media;3963425.770000;Tempo;4.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4698857.000000;Media;3939541.855000;Tempo;4.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4663038.000000;Media;3948033.630000;Tempo;4.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4524838.000000;Media;3939299.505000;Tempo;4.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4862700.000000;Media;3956708.335000;Tempo;4.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4792813.000000;Media;3938134.065000;Tempo;4.000000
;Profundidade;0;Melhor;3640467.000000;Pior;4644084.000000;Media;3942401.955000;Tempo;4.000000
;Profundidade;0;Melhor;3608370.000000;Pior;4731468.000000;Media;3924162.270000;Tempo;4.000000
;Profundidade;0;Melhor;3608370.000000;Pior;4772293.000000;Media;3925977.965000;Tempo;4.000000
;Profundidade;0;Melhor;3608370.000000;Pior;4795169.000000;Media;3909141.855000;Tempo;5.000000
;Profundidade;0;Melhor;3579764.000000;Pior;4620929.000000;Media;3905853.845000;Tempo;5.000000
;Profundidade;0;Melhor;3579764.000000;Pior;4666746.000000;Media;3887030.505000;Tempo;5.000000
;Profundidade;0;Melhor;3579764.000000;Pior;4768710.000000;Media;3896284.130000;Tempo;5.000000
;Profundidade;0;Melhor;3560998.000000;Pior;4717311.000000;Media;3889644.900000;Tempo;5.000000
;Profundidade;0;Melhor;3560998.000000;Pior;4704852.000000;Media;3866313.585000;Tempo;5.000000
;Profundidade;0;Melhor;3560998.000000;Pior;4540591.000000;Media;3872364.730000;Tempo;5.000000
;Profundidade;0;Melhor;3560998.000000;Pior;4595001.000000;Media;3879644.995000;Tempo;5.000000
;Profundidade;0;Melhor;3560998.000000;Pior;4932966.000000;Media;3879191.840000;Tempo;5.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4816056.000000;Media;3874460.550000;Tempo;5.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4683300.000000;Media;3864597.750000;Tempo;5.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4720333.000000;Media;3864399.365000;Tempo;6.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4764317.000000;Media;3856155.770000;Tempo;6.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4707060.000000;Media;3853503.355000;Tempo;6.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4697538.000000;Media;3849503.510000;Tempo;6.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4650887.000000;Media;3854114.635000;Tempo;6.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4530243.000000;Media;3849414.510000;Tempo;6.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4539609.000000;Media;3838704.685000;Tempo;6.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4739233.000000;Media;3841907.725000;Tempo;6.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4677282.000000;Media;3824479.210000;Tempo;6.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4693429.000000;Media;3819330.905000;Tempo;7.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4609932.000000;Media;3814371.250000;Tempo;7.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4857134.000000;Media;3811840.270000;Tempo;7.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4721216.000000;Media;3794242.070000;Tempo;7.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4608899.000000;Media;3793822.980000;Tempo;7.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4757185.000000;Media;3797263.125000;Tempo;7.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4823448.000000;Media;3790635.580000;Tempo;7.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4728068.000000;Media;3789352.090000;Tempo;7.000000
;Profundidade;0;Melhor;3495494.000000;Pior;4650416.000000;Media;3772069.010000;Tempo;7.000000
