Instância;files/gr666.xml
Execução;2 / 2
Tamanho da Populaçap;200
Máximo de gerações;300
Mutação;0
Cruzamento;0
% Manpulação;30
% Mutação;1
Print Parcial;0
Ativa Recursivo;0
Percentual de Redução;75
Profundidade Máxima;5
Percentual de Eltismo;70
Seleção para Cruzamento;0
Forma de Seleção par Mutação;0

;Profundidade;0;Melhor;4171659.000000;Pior;4919047.000000;Media;4435420.890000;Tempo;0.000000
;Profundidade;0;Melhor;4171659.000000;Pior;5084278.000000;Media;4419627.495000;Tempo;0.000000
;Profundidade;0;Melhor;4135632.000000;Pior;4917681.000000;Media;4386361.510000;Tempo;0.000000
;Profundidade;0;Melhor;4110024.000000;Pior;5152933.000000;Media;4351184.090000;Tempo;0.000000
;Profundidade;0;Melhor;4068260.000000;Pior;4662054.000000;Media;4320065.420000;Tempo;1.000000
;Profundidade;0;Melhor;3889433.000000;Pior;4969203.000000;Media;4311844.380000;Tempo;1.000000
;Profundidade;0;Melhor;3889433.000000;Pior;4752202.000000;Media;4286858.050000;Tempo;1.000000
;Profundidade;0;Melhor;3889433.000000;Pior;4978951.000000;Media;4272272.400000;Tempo;1.000000
;Profundidade;0;Melhor;3889433.000000;Pior;4874395.000000;Media;4269607.025000;Tempo;1.000000
;Profundidade;0;Melhor;3889433.000000;Pior;4857938.000000;Media;4248052.045000;Tempo;2.000000
;Profundidade;0;Melhor;3889433.000000;Pior;4787448.000000;Media;4236656.795000;Tempo;2.000000
;Profundidade;0;Melhor;3889433.000000;Pior;5183286.000000;Media;4239717.240000;Tempo;2.000000
;Profundidade;0;Melhor;3889433.000000;Pior;4763142.000000;Media;4210157.330000;Tempo;2.000000
;Profundidade;0;Melhor;3889433.000000;Pior;4987040.000000;Media;4207711.515000;Tempo;2.000000
;Profundidade;0;Melhor;3889433.000000;Pior;5049614.000000;Media;4205326.160000;Tempo;3.000000
;Profundidade;0;Melhor;3859550.000000;Pior;4724492.000000;Media;4178685.185000;Tempo;3.000000
;Profundidade;0;Melhor;3859550.000000;Pior;4629695.000000;Media;4167080.095000;Tempo;3.000000
;Profundidade;0;Melhor;3834038.000000;Pior;4884279.000000;Media;4159928.120000;Tempo;3.000000
;Profundidade;0;Melhor;3834038.000000;Pior;4939859.000000;Media;4144800.945000;Tempo;3.000000
;Profundidade;0;Melhor;3834038.000000;Pior;4668316.000000;Media;4131670.175000;Tempo;4.000000
;Profundidade;0;Melhor;3834038.000000;Pior;4597255.000000;Media;4120794.045000;Tempo;4.000000
;Profundidade;0;Melhor;3795709.000000;Pior;4859593.000000;Media;4103581.640000;Tempo;4.000000
;Profundidade;0;Melhor;3795709.000000;Pior;4846466.000000;Media;4113092.810000;Tempo;4.000000
;Profundidade;0;Melhor;3795709.000000;Pior;4938918.000000;Media;4112774.170000;Tempo;4.000000
;Profundidade;0;Melhor;3795709.000000;Pior;4817036.000000;Media;4097461.880000;Tempo;5.000000
;Profundidade;0;Melhor;3795709.000000;Pior;4649709.000000;Media;4082728.470000;Tempo;5.000000
;Profundidade;0;Melhor;3795709.000000;Pior;4726691.000000;Media;4082262.400000;Tempo;5.000000
;Profundidade;0;Melhor;3795709.000000;Pior;4737322.000000;Media;4073598.830000;Tempo;5.000000
;Profundidade;0;Melhor;3711717.000000;Pior;4793320.000000;Media;4077121.360000;Tempo;5.000000
;Profundidade;0;Melhor;3711717.000000;Pior;4704640.000000;Media;4058591.840000;Tempo;5.000000
;Profundidade;0;Melhor;3711717.000000;Pior;4874949.000000;Media;4046949.445000;Tempo;6.000000
;Profundidade;0;Melhor;3711717.000000;Pior;4733773.000000;Media;4053378.930000;Tempo;6.000000
;Profundidade;0;Melhor;3711717.000000;Pior;4695096.000000;Media;4025937.945000;Tempo;6.000000
;Profundidade;0;Melhor;3711717.000000;Pior;4867159.000000;Media;4030082.360000;Tempo;6.000000
